CC_Category,account,account_mask,amount,card_mapped,category,date,excluded,name,note,override_applied,override_card,override_rate,override_reason,parent_category,recurring,status,tags,type,used_rate,effective_card,points_earned,best_cards,best_rate,optimal_points,missed_points,used_best_card
Gas,Chase Sapphire,6143.0,50.0,Chase Sapphire Preferred,Car/Gas,2025-04-17,False,Ptc Ez Pass Auto Re,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,50.0,Citi AAdvantage Platinum Select,2.0,100.0,50.0,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,64.5,Citi AAdvantage Platinum Select,Recreation,2025-04-17,False,Philadelphia Sports Le,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,64.5,Chase Freedom Unlimited,1.5,96.75,32.25,False
Groceries,Chase Sapphire,6143.0,1.99,Chase Sapphire Preferred,Groceries,2025-04-16,False,Moms Of Center City,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,1.99,Chase Freedom Unlimited,1.5,2.98,0.99,False
Dining,Chase Sapphire,6143.0,2.1,Chase Sapphire Preferred,Restaurants & Bars,2025-04-15,False,Merck Wp 53 Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,6.3,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,6.3,0.0,True
Dining,Chase Sapphire,6143.0,20.48,Chase Sapphire Preferred,Restaurants & Bars,2025-04-15,False,Other Half Brewing,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,61.44,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,61.44,0.0,True
Dining,Chase Sapphire,6143.0,15.6,Chase Sapphire Preferred,Restaurants & Bars,2025-04-13,False,Fishtown Tavern,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,46.8,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,46.8,0.0,True
Dining,Chase Sapphire,6143.0,15.6,Chase Sapphire Preferred,Restaurants & Bars,2025-04-13,False,Fishtown Tavern,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,46.8,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,46.8,0.0,True
Transit,Chase Sapphire,6143.0,18.96,Chase Sapphire Preferred,Ubers/Septa,2025-04-13,False,Uber,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,18.96,Citi AAdvantage Platinum Select,2.0,37.92,18.96,False
Dining,Chase Sapphire,6143.0,14.0,Chase Sapphire Preferred,Restaurants & Bars,2025-04-13,False,Porcos Porchetteria,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,42.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,42.0,0.0,True
Dining,Chase Sapphire,6143.0,16.0,Chase Sapphire Preferred,Restaurants & Bars,2025-04-13,False,Fishtown Tavern,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,48.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,48.0,0.0,True
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,32.7,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-04-13,False,Con Murphy's Iris,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,65.4,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,98.1,32.69999999999999,False
Transit,Chase Sapphire,6143.0,10.75,Chase Sapphire Preferred,Ubers/Septa,2025-04-11,False,Lyft,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,10.75,Citi AAdvantage Platinum Select,2.0,21.5,10.75,False
Dining,Freedom Unlimited,1093.0,5.35,Chase Freedom Unlimited,Restaurants & Bars,2025-04-10,False,Schmear It - 12th St,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Unlimited,16.05,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,16.05,0.0,True
Other,Freedom Unlimited,1093.0,61.19,Chase Freedom Unlimited,Shops,2025-04-09,False,Amazon.com*1d3mc7ld3,,True,Chase Freedom Unlimited,1.5,"Matched override: etsy, amazon, 1-800-flowers, offer:etsy, amazon mktpl",Guilt Free Spending,Whey Protein,posted,,regular,1.5,Chase Freedom Unlimited,91.78,Chase Freedom Unlimited,1.5,91.78,0.0,True
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,0.55,Citi AAdvantage Platinum Select,Car/Gas,2025-04-09,False,Pmusa 281012 Conshohoc,,False,,,,Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,1.1,Citi AAdvantage Platinum Select,2.0,1.1,0.0,True
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,1.35,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-04-09,False,Ctlp*canteen Vending,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,2.7,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,4.05,1.3499999999999996,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,2.93,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-04-09,False,Merck Wp 53 Cafe Qps,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,5.86,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,8.79,2.929999999999999,False
Gas,Freedom Flex,2429.0,2.73,Chase Freedom Flex,Car/Gas,2025-04-08,False,Tennis Parking,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Freedom Flex,2.73,Citi AAdvantage Platinum Select,2.0,5.46,2.73,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,5.35,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-04-08,False,Schmear It - 12th,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,10.7,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,16.05,5.350000000000001,False
Other,Freedom Flex,2429.0,36.08,Chase Freedom Flex,Personal Care,2025-04-07,False,Amazon.com*l59dt2su3,,True,Chase Freedom Unlimited,1.5,"Matched override: etsy, amazon, 1-800-flowers, offer:etsy, amazon mktpl",Standard of Living,,posted,,regular,1.0,Chase Freedom Flex,36.08,Chase Freedom Unlimited,1.5,54.12,18.04,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,425.95,Citi AAdvantage Platinum Select,Clothing,2025-04-07,False,Sp Thegroomsmansuit,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,425.95,Chase Freedom Unlimited,1.5,638.92,212.96999999999997,False
Groceries,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,13.37,Citi AAdvantage Platinum Select,Groceries,2025-04-07,False,Moms Of Center City,,False,,,,Standard of Living,,posted,,regular,1.0,Citi AAdvantage Platinum Select,13.37,Chase Freedom Unlimited,1.5,20.06,6.6899999999999995,False
Groceries,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,29.09,Citi AAdvantage Platinum Select,Groceries,2025-04-06,False,Acme,,False,,,,Standard of Living,,posted,,regular,1.0,Citi AAdvantage Platinum Select,29.09,Chase Freedom Unlimited,1.5,43.64,14.55,False
Other,Freedom Unlimited,1093.0,33.0,Chase Freedom Unlimited,Recreation,2025-04-05,False,Penn Tennis Center,,False,,,,Guilt Free Spending,,posted,,regular,1.5,Chase Freedom Unlimited,49.5,Chase Freedom Unlimited,1.5,49.5,0.0,True
Gas,Freedom Unlimited,1093.0,5.5,Chase Freedom Unlimited,Restaurants & Bars,2025-04-05,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Guilt Free Spending,,posted,,regular,1.5,Chase Freedom Unlimited,8.25,Citi AAdvantage Platinum Select,2.0,11.0,2.75,False
Other,Freedom Unlimited,1093.0,144.9,Chase Freedom Unlimited,Recreation,2025-04-05,False,Paxonhollowcc,,False,,,,Guilt Free Spending,,posted,,regular,1.5,Chase Freedom Unlimited,217.35,Chase Freedom Unlimited,1.5,217.35,0.0,True
Other,Freedom Unlimited,1093.0,54.5,Chase Freedom Unlimited,Recreation,2025-04-04,False,TexMex 5k,,False,,,,Guilt Free Spending,,posted,,regular,1.5,Chase Freedom Unlimited,81.75,Chase Freedom Unlimited,1.5,81.75,0.0,True
Dining,Chase Sapphire,6143.0,18.0,Chase Sapphire Preferred,Restaurants & Bars,2025-04-04,False,The Black Sheep Pub,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,54.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,54.0,0.0,True
Streaming,Chase Sapphire,6143.0,19.07,Chase Sapphire Preferred,Subscriptions,2025-04-04,False,Netflix,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,Netflix,posted,,regular,3.0,Chase Sapphire Preferred,57.21,Chase Sapphire Preferred,3.0,57.21,0.0,True
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,39.62,Citi AAdvantage Platinum Select,Car/Gas,2025-04-04,False,Sunoco,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,79.24,Citi AAdvantage Platinum Select,2.0,79.24,0.0,True
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,10.0,Citi AAdvantage Platinum Select,Recreation,2025-04-04,False,Strawberry Green Drivi,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,10.0,Chase Freedom Unlimited,1.5,15.0,5.0,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,10.79,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-04-04,False,Shake Shack,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,21.58,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,32.37,10.79,False
Dining,Chase Sapphire,6143.0,5.35,Chase Sapphire Preferred,Restaurants & Bars,2025-04-03,False,Schmear It - 12th St,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,16.05,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,16.05,0.0,True
Other,Freedom Unlimited,1093.0,24.5,Chase Freedom Unlimited,Shops,2025-04-01,False,Amazon.com*l74ba8zz3,,True,Chase Freedom Unlimited,1.5,"Matched override: etsy, amazon, 1-800-flowers, offer:etsy, amazon mktpl",Guilt Free Spending,,posted,,regular,1.5,Chase Freedom Unlimited,36.75,Chase Freedom Unlimited,1.5,36.75,0.0,True
Dining,Chase Sapphire,6143.0,22.0,Chase Sapphire Preferred,Restaurants & Bars,2025-04-01,False,Hi-lo Taco,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,66.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,66.0,0.0,True
Dining,Chase Sapphire,6143.0,3.12,Chase Sapphire Preferred,Restaurants & Bars,2025-04-01,False,Merck-ug Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,9.36,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,9.36,0.0,True
Other,Chase Sapphire,6143.0,90.0,Chase Sapphire Preferred,,2025-04-01,True,Hi-lo Taco,,False,,,,,,posted,,regular,1.0,Chase Sapphire Preferred,90.0,Chase Freedom Unlimited,1.5,135.0,45.0,False
Other,Freedom Unlimited,1093.0,150.0,Chase Freedom Unlimited,Recreation,2025-03-31,False,Penn Tennis Center,,False,,,,Guilt Free Spending,,posted,,regular,1.5,Chase Freedom Unlimited,225.0,Chase Freedom Unlimited,1.5,225.0,0.0,True
Dining,Freedom Unlimited,1093.0,4.86,Chase Freedom Unlimited,Restaurants & Bars,2025-03-31,False,Schmear It - 12th St,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Unlimited,14.58,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,14.58,0.0,True
Other,Freedom Unlimited,1093.0,45.61,Chase Freedom Unlimited,Personal Care,2025-03-30,False,Contact Solution + Toothpaste,,False,,,,Standard of Living,,posted,,regular,1.5,Chase Freedom Unlimited,68.41,Chase Freedom Unlimited,1.5,68.41,0.0,True
Other,Freedom Unlimited,1093.0,10.77,Chase Freedom Unlimited,Recreation,2025-03-30,False,Amazon.com*6b7e28bw3,,True,Chase Freedom Unlimited,1.5,"Matched override: etsy, amazon, 1-800-flowers, offer:etsy, amazon mktpl",Guilt Free Spending,,posted,,regular,1.5,Chase Freedom Unlimited,16.16,Chase Freedom Unlimited,1.5,16.16,0.0,True
Groceries,Freedom Unlimited,1093.0,270.62,Chase Freedom Unlimited,Groceries,2025-03-30,False,Costco,,False,,,,Standard of Living,,posted,,regular,1.5,Chase Freedom Unlimited,405.93,Chase Freedom Unlimited,1.5,405.93,0.0,True
Other,Chase Sapphire,6143.0,63.58,Chase Sapphire Preferred,Shops,2025-03-30,False,Things3 Purchase,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,63.58,Chase Freedom Unlimited,1.5,95.37,31.790000000000006,False
Dining,Chase Sapphire,6143.0,8.86,Chase Sapphire Preferred,Restaurants & Bars,2025-03-29,False,Starbucks,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,26.58,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,26.58,0.0,True
Dining,Chase Sapphire,6143.0,8.0,Chase Sapphire Preferred,Restaurants & Bars,2025-03-29,False,Schuylkill Banks,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,24.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,24.0,0.0,True
Dining,Chase Sapphire,6143.0,5.0,Chase Sapphire Preferred,Restaurants & Bars,2025-03-29,False,Bonners Irish Pub,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,15.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,15.0,0.0,True
Subscriptions,Freedom Flex,2429.0,87.97,Chase Freedom Flex,Subscriptions,2025-03-29,False,Youtube Tv,,True,Chase Freedom Unlimited,1.5,"Matched override: openai, chatgpt, adobe, youtube.tv, youtube premium, youtube tv, photolounge",Standard of Living,Youtube Tv,posted,,regular,1.0,Chase Freedom Flex,87.97,Chase Freedom Unlimited,1.5,131.95,43.97999999999999,False
Dining,Freedom Unlimited,1093.0,11.2,Chase Freedom Unlimited,Restaurants & Bars,2025-03-28,False,Ali's Smash&smoothies,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Unlimited,33.6,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,33.6,0.0,True
Dining,Chase Sapphire,6143.0,81.0,Chase Sapphire Preferred,Restaurants & Bars,2025-03-28,False,Misconduct Tavern,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,243.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,243.0,0.0,True
Groceries,Freedom Flex,2429.0,9.28,Chase Freedom Flex,Groceries,2025-03-28,False,Whole Foods,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Freedom Flex,9.28,Chase Freedom Unlimited,1.5,13.92,4.640000000000001,False
Groceries,Freedom Flex,2429.0,1.89,Chase Freedom Flex,Groceries,2025-03-28,False,Moms Of Center City,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Freedom Flex,1.89,Chase Freedom Unlimited,1.5,2.84,0.95,False
Dining,Freedom Unlimited,1093.0,4.86,Chase Freedom Unlimited,Restaurants & Bars,2025-03-27,False,Schmear It - 12th St,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Unlimited,14.58,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,14.58,0.0,True
Dining,Chase Sapphire,6143.0,13.0,Chase Sapphire Preferred,Restaurants & Bars,2025-03-27,False,Cavanaughs Ritten House,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,39.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,39.0,0.0,True
Dining,Freedom Unlimited,1093.0,13.17,Chase Freedom Unlimited,Restaurants & Bars,2025-03-26,False,Olo*118 Honeygrow,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Unlimited,39.51,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,39.51,0.0,True
Other,Chase Sapphire,6143.0,67.5,Chase Sapphire Preferred,Shops,2025-03-26,False,Amazon.com*l89vj9pt3,,True,Chase Freedom Unlimited,1.5,"Matched override: etsy, amazon, 1-800-flowers, offer:etsy, amazon mktpl",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,67.5,Chase Freedom Unlimited,1.5,101.25,33.75,False
Streaming,Freedom Unlimited,1093.0,3.75,Chase Freedom Unlimited,Subscriptions,2025-03-25,False,Medium Monthly,,False,,,,Standard of Living,Medium Monthly,posted,,regular,1.5,Chase Freedom Unlimited,5.62,Chase Sapphire Preferred,3.0,11.25,5.63,False
Dining,Freedom Unlimited,1093.0,5.34,Chase Freedom Unlimited,Restaurants & Bars,2025-03-25,False,Spo*bagels&comidtown,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Unlimited,16.02,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,16.02,0.0,True
Groceries,Freedom Flex,2429.0,6.18,Chase Freedom Flex,Groceries,2025-03-24,False,Acme,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Freedom Flex,6.18,Chase Freedom Unlimited,1.5,9.27,3.09,False
Gas,Freedom Unlimited,1093.0,6.74,Chase Freedom Unlimited,Restaurants & Bars,2025-03-23,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Guilt Free Spending,,posted,,regular,1.5,Chase Freedom Unlimited,10.11,Citi AAdvantage Platinum Select,2.0,13.48,3.370000000000001,False
Other,Freedom Flex,2429.0,25.0,Chase Freedom Flex,Recreation,2025-03-23,False,Alpha Phlyte Fitness W,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Freedom Flex,25.0,Chase Freedom Unlimited,1.5,37.5,12.5,False
Gas,Freedom Unlimited,1093.0,4.66,Chase Freedom Unlimited,Restaurants & Bars,2025-03-22,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Guilt Free Spending,,posted,,regular,1.5,Chase Freedom Unlimited,6.99,Citi AAdvantage Platinum Select,2.0,9.32,2.33,False
Gas,Freedom Unlimited,1093.0,0.28,Chase Freedom Unlimited,Restaurants & Bars,2025-03-22,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Guilt Free Spending,,posted,,regular,1.5,Chase Freedom Unlimited,0.42,Citi AAdvantage Platinum Select,2.0,0.56,0.14000000000000007,False
Dining,Chase Sapphire,6143.0,9.1,Chase Sapphire Preferred,Restaurants & Bars,2025-03-21,False,Talula S Garden,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,27.3,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,27.3,0.0,True
Other,Freedom Flex,2429.0,32.39,Chase Freedom Flex,Gifts,2025-03-21,False,Whole Foods,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Freedom Flex,32.39,Chase Freedom Unlimited,1.5,48.58,16.189999999999998,False
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,35.41,Citi AAdvantage Platinum Select,Car/Gas,2025-03-21,False,Sunoco,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,70.82,Citi AAdvantage Platinum Select,2.0,70.82,0.0,True
